"id";"produto_principal";"produto_composicao";"quantidade";"valor_unitario";"valor_custo";"valor_produto";"data"
"13385";"MIX ZERO";"HORTELÃ";"0.005";"50";"0.25";"35";"2025-10-13 17:22:53"
"13426";"MIX ZERO";"CREME DE NINHO ZERO";"0.05";"39.39";"1.97";"35";"2025-10-13 17:22:53"
"13427";"MIX ZERO";"MORANGO FRESCO";"0.06";"25";"1.5";"35";"2025-10-13 17:22:53"
"13428";"MIX ZERO";"CREME DE AVELA ZERO";"0.05";"124.74";"6.24";"35";"2025-10-13 17:22:53"
"6252";"AD RECHEIO FILE 120G -";"SALSA DESIDRATADA";"0.005";"21.9";"0.11";"25";"2025-10-13 17:09:23"
"6253";"AD RECHEIO FILE 120G -";"CEBOLA ROXA";"0.09";"4.64";"0.42";"25";"2025-10-13 17:09:23"
"6254";"AD RECHEIO FILE 120G -";"MOLHO MAIONESE";"0.05";"22.22";"1.11";"25";"2025-10-13 17:09:23"
"6843";"AD RECHEIO FILE 120G -";"FILE  CUBOS 90G";"1";"10.62";"10.62";"25";"2025-10-13 17:09:23"
"11353";"AD RECHEIO FILE 120G -";"QUEIJO CHEDDAR CREMOSO";"0.1";"27.25";"2.72";"25";"2025-10-13 17:09:23"
"12946";"GIN TONICA CRANBERRY DF";"XAROPE DE CRANBERRY";"0.03";"64.5";"1.93";NULL;"2025-10-13 17:00:34"
"12947";"GIN TONICA CRANBERRY DF";"MORANGO FRESCO";"0.06";"25";"1.5";NULL;"2025-10-13 17:00:34"
"12948";"GIN TONICA CRANBERRY DF";"GIN";"0.06";"106.533";"6.39";NULL;"2025-10-13 17:00:34"
"12949";"GIN TONICA CRANBERRY DF";"ALECRIM FRESCO";"0.005";"60";"0.3";NULL;"2025-10-13 17:00:34"
"12950";"GIN TONICA CRANBERRY DF";"SCHWEPPES TONICA LATA 310ML";"0.5";NULL;NULL;NULL;"2025-10-13 17:00:34"
"934";"TRIPLO";"ALFACE AMERICANA";"0.015";"16.5";"0.25";"82";"2025-10-13 16:51:20"
"935";"TRIPLO";"TOMATE LONGA VIDA";"0.03";"5.53";"0.17";"82";"2025-10-13 16:51:20"
"936";"TRIPLO";"MOLHO MAIONESE";"0.03";"22.22";"0.67";"82";"2025-10-13 16:51:20"
"937";"TRIPLO";"ONION RINGS";"0.03";"21.46";"0.64";"82";"2025-10-13 16:51:20"
"938";"TRIPLO";"QUEIJO CHEDDAR FATIA";"0.12";"33.3";"4";"82";"2025-10-13 16:51:20"
"1661";"TRIPLO";"HAMBURGUER ANGUS 170G";"3";"8.3";"24.9";"82";"2025-10-13 16:51:20"
"5534";"TRIPLO";"BACON FATIADO - BC";"0.07";"41";"2.87";"82";"2025-10-13 16:51:20"
"7364";"TRIPLO";"PÃO BRIOCHE GERGELIM";"1";"1.4";"1.4";"82";"2025-10-13 16:51:20"
"12062";"FRITAS COM  FILE";"CEBOLA ROXA";"0.09";"4.64";"0.42";"80";"2025-10-13 16:47:43"
"12063";"FRITAS COM  FILE";"SALSA FRESCA";"0.005";"48";"0.24";"80";"2025-10-13 16:47:43"
"12064";"FRITAS COM  FILE";"MOLHO MAIONESE";"0.045";"22.22";"1";"80";"2025-10-13 16:47:43"
"12065";"FRITAS COM  FILE";"FRITAS 9X18MM";"0.5";"15.06";"7.53";"80";"2025-10-13 16:47:43"
"12066";"FRITAS COM  FILE";"QUEIJO CHEDDAR CREMOSO";"0.1";"27.25";"2.72";"80";"2025-10-13 16:47:43"
"12067";"FRITAS COM  FILE";"LEITE INTEGRAL";"0.028";"5.57";"0.16";"80";"2025-10-13 16:47:43"
"12068";"FRITAS COM  FILE";"QUEIJO MUÇARELA FATIADA";"0.06";"47.76";"2.87";"80";"2025-10-13 16:47:43"
"12069";"FRITAS COM  FILE";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";"80";"2025-10-13 16:47:43"
"12070";"FRITAS COM  FILE";"SAL COM ERVAS";"0.002";"7.46";"0.01";"80";"2025-10-13 16:47:43"
"12071";"FRITAS COM  FILE";"FILE  CUBOS 120G";"1";"11.14";"11.14";"80";"2025-10-13 16:47:43"
"13136";"LASANHA BOLONHESA";"SAL COM ERVAS";"0.00042";"7.46";"0";"39";"2025-10-13 16:17:10"
"13137";"LASANHA BOLONHESA";"LEITE INTEGRAL";"0.02083";"5.57";"0.12";"39";"2025-10-13 16:17:10"
"13138";"LASANHA BOLONHESA";"CREME DE LEITE 17";"0.02083";"13.07";"0.27";"39";"2025-10-13 16:17:10"
"13142";"LASANHA BOLONHESA";"MANTEIGA COM SAL";"0.0025";"42.68";"0.11";"39";"2025-10-13 16:17:10"
"13144";"LASANHA BOLONHESA";"ALHO";"0.02083";"22";"0.46";"39";"2025-10-13 16:17:10"
"13443";"LASANHA BOLONHESA";"FARINHA DE TRIGO";"0.00083";"4.36";"0";"39";"2025-10-13 16:17:10"
"13444";"LASANHA BOLONHESA";"MASSA LASANHA";"0.0375";"0";"0";"39";"2025-10-13 16:17:10"
"13445";"LASANHA BOLONHESA";"MOLHO DE TOMATE";"0.04167";"3.11";"0.13";"39";"2025-10-13 16:17:10"
"13446";"LASANHA BOLONHESA";"CEBOLA";"0.00625";"0";"0";"39";"2025-10-13 16:17:10"
"13447";"LASANHA BOLONHESA";"ACEM - PRODUCAO";"0.19167";"0";"0";"39";"2025-10-13 16:17:10"
"13448";"LASANHA BOLONHESA";"AZEITE COMPOSTO";"0.00083";"20.16";"0.02";"39";"2025-10-13 16:17:10"
"13449";"LASANHA BOLONHESA";"AJINOMOTO";"0.00042";"44.92";"0.02";"39";"2025-10-13 16:17:10"
"13452";"LASANHA BOLONHESA";"MANJERICÃO FRESCO";"0.01";"50";"0.5";"39";"2025-10-13 16:17:10"
"13281";"BACON FATIA- MSP";"BACON FATIADO - BC";"0.07";"41";"2.87";"0";"2025-10-13 16:05:13"
"13296";"FETTUCCINE COM MOLHO POMODORO - MSP";"MACARRAO FETTUCCINE";"0.1";"25.54";"2.55";"0";"2025-10-13 16:04:35"
"13297";"FETTUCCINE COM MOLHO POMODORO - MSP";"QUEIJO PARMESÃO";"0.02";"56";"1.12";"0";"2025-10-13 16:04:35"
"13298";"FETTUCCINE COM MOLHO POMODORO - MSP";"MANJERICÃO FRESCO";"0.01";"50";"0.5";"0";"2025-10-13 16:04:35"
"13299";"FETTUCCINE COM MOLHO POMODORO - MSP";"TOMATE TRITURADO";"0.1";"9.41";"0.94";"0";"2025-10-13 16:04:35"
"13300";"FETTUCCINE COM MOLHO POMODORO - MSP";"OLEO DE SOJA";"0.005";"8.75";"0.04";"0";"2025-10-13 16:04:35"
"13301";"FETTUCCINE COM MOLHO POMODORO - MSP";"SAL COM ERVAS";"0.002";"7.46";"0.01";"0";"2025-10-13 16:04:35"
"13302";"FETTUCCINE COM MOLHO POMODORO - MSP";"ALHO";"0.01";"22";"0.22";"0";"2025-10-13 16:04:35"
"13303";"FETTUCCINE COM MOLHO POMODORO - MSP";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"0";"2025-10-13 16:04:35"
"13057";"AD FRITAS";"FRITAS 9X18MM";"0.1";"15.06";"1.51";NULL;"2025-10-10 22:37:27"
"6387";"MENU KIDS- SHAKE COOKIE";"BEBIDA LÁCTEA BAUNILHA";"0.1035";"6.71";"0.69";"0";"2025-10-10 21:01:42"
"6389";"MENU KIDS- SHAKE COOKIE";"CHANTILLY";"0.02";"17.39";"0.35";"0";"2025-10-10 21:01:42"
"6635";"MENU KIDS- SHAKE COOKIE";"OREO TRITURADO";"0.015";"48.49";"0.73";"0";"2025-10-10 21:01:42"
"8736";"MENU KIDS- SHAKE COOKIE";"CREME DE LEITE 17";"0.02";"13.07";"0.26";"0";"2025-10-10 21:01:42"
"8740";"MENU KIDS- SHAKE COOKIE";"CALDA DE NUTELLA";"0.005";"37.12";"0.19";"0";"2025-10-10 21:01:42"
"13465";"MENU KIDS- SHAKE COOKIE";"BOLACHA NEGRESCO";"0.01";"0";"0";"0";"2025-10-10 21:01:42"
"13131";"LASANHA BOLONHESA PRODUCAO";"LEITE INTEGRAL";"0.02083";"5.57";"0.12";NULL;"2025-10-10 15:25:13"
"13132";"LASANHA BOLONHESA PRODUCAO";"ALHO";"0.00208";"22";"0.05";NULL;"2025-10-10 15:25:13"
"13133";"LASANHA BOLONHESA PRODUCAO";"ACEM - PRODUCAO";"0.19167";"0";"0";NULL;"2025-10-10 15:25:13"
"13135";"LASANHA BOLONHESA PRODUCAO";"QUEIJO MUÇARELA FATIADA";"0.08333";"47.76";"3.98";NULL;"2025-10-10 15:25:13"
"13147";"LASANHA BOLONHESA PRODUCAO";"MANTEIGA COM SAL";"0.0025";"42.68";"0.11";NULL;"2025-10-10 15:25:13"
"13148";"LASANHA BOLONHESA PRODUCAO";"FARINHA DE TRIGO";"0.00083";"4.36";"0";NULL;"2025-10-10 15:25:13"
"13149";"LASANHA BOLONHESA PRODUCAO";"AZEITE COMPOSTO";"0.00083";"20.16";"0.02";NULL;"2025-10-10 15:25:13"
"13151";"LASANHA BOLONHESA PRODUCAO";"AJINOMOTO";"0.00042";"44.92";"0.02";NULL;"2025-10-10 15:25:13"
"13450";"LASANHA BOLONHESA PRODUCAO";"CREME DE LEITE 17";"0.02083";"13.07";"0.27";NULL;"2025-10-10 15:25:13"
"13451";"LASANHA BOLONHESA PRODUCAO";"CEBOLA BRANCA";"0.00625";"2.27";"0.01";NULL;"2025-10-10 15:25:13"
"12960";"FILE MIGNON CUBOS 150G";"FILE MIGNON BOVINO";"0.16";"52.48";"8.4";NULL;"2025-10-09 11:37:44"
"6796";"FILE  CUBOS 90G";"CORACAO ALCATRA MATU BOMBOM";"0.1";"57.6";"5.76";NULL;"2025-10-09 11:37:31"
"10249";"SORVETE DE DOCE DE LEITE - BALDE";"DOCE DE LEITE TRADICIONAL";"0.62727";"54.87";"34.42";NULL;"2025-10-09 11:28:37"
"10250";"SORVETE DE DOCE DE LEITE - BALDE";"CREME DE LEITE 17";"0.87273";"13.07";"11.41";NULL;"2025-10-09 11:28:37"
"10251";"SORVETE DE DOCE DE LEITE - BALDE";"LEITE EM PÓ";"0.07273";"53.34";"3.88";NULL;"2025-10-09 11:28:37"
"10252";"SORVETE DE DOCE DE LEITE - BALDE";"CHOCOLATE MEIO AMARGO BARRA";"0.10182";"18.45";"1.88";NULL;"2025-10-09 11:28:37"
"9747";"SORVETE DE CHOCOLATE BRANCO- BALDE";"CREME DE LEITE 17";"0.703";"13.07";"9.19";NULL;"2025-10-09 11:28:28"
"9748";"SORVETE DE CHOCOLATE BRANCO- BALDE";"LEITE CONDENSADO";"0.071";"12.42";"0.88";NULL;"2025-10-09 11:28:28"
"9749";"SORVETE DE CHOCOLATE BRANCO- BALDE";"GEMA PASTEURIZADA";"0.045";"31.9";"1.44";NULL;"2025-10-09 11:28:28"
"9750";"SORVETE DE CHOCOLATE BRANCO- BALDE";"ACUCAR REFINADO";"0.022";"5.06";"0.11";NULL;"2025-10-09 11:28:28"
"9751";"SORVETE DE CHOCOLATE BRANCO- BALDE";"EXTRATO DE BAUNILHA";"0.004";"270";"1.08";NULL;"2025-10-09 11:28:28"
"9752";"SORVETE DE CHOCOLATE BRANCO- BALDE";"LEITE EM PÓ";"0.071";"53.34";"3.79";NULL;"2025-10-09 11:28:28"
"9753";"SORVETE DE CHOCOLATE BRANCO- BALDE";"CHOCOLATE BRANCO EM BARRA";"0.464";"78.71";"36.52";NULL;"2025-10-09 11:28:28"
"10241";"SORVETE DE CHOCOLATE BELGA - BALDE";"CREME DE LEITE 17";"0.57143";"13.07";"7.47";NULL;"2025-10-09 11:28:18"
"10242";"SORVETE DE CHOCOLATE BELGA - BALDE";"CHOCOLATE MEIO AMARGO BARRA";"0.2";"18.45";"3.69";NULL;"2025-10-09 11:28:18"
"10243";"SORVETE DE CHOCOLATE BELGA - BALDE";"LEITE CONDENSADO";"0.05714";"12.42";"0.71";NULL;"2025-10-09 11:28:18"
"10244";"SORVETE DE CHOCOLATE BELGA - BALDE";"GEMA PASTEURIZADA";"0.03657";"31.9";"1.17";NULL;"2025-10-09 11:28:18"
"10245";"SORVETE DE CHOCOLATE BELGA - BALDE";"ACUCAR REFINADO";"0.01829";"5.06";"0.09";NULL;"2025-10-09 11:28:18"
"10246";"SORVETE DE CHOCOLATE BELGA - BALDE";"CACAU EM PÓ 100%";"0.008";"44.23";"0.35";NULL;"2025-10-09 11:28:18"
"10247";"SORVETE DE CHOCOLATE BELGA - BALDE";"EXTRATO DE BAUNILHA";"0.00343";"270";"0.93";NULL;"2025-10-09 11:28:18"
"10248";"SORVETE DE CHOCOLATE BELGA - BALDE";"CHOCOLATE AO LEITE EM BARRA";"0.12";NULL;NULL;NULL;"2025-10-09 11:28:18"
"13461";"AD SOBRECOXA TEMPERADA";"SAL REFINADO";"0.002";"1.25";"0";NULL;"2025-10-08 19:55:15"
"13462";"AD SOBRECOXA TEMPERADA";"LARANJA";"0.075";"3.35";"0.25";NULL;"2025-10-08 19:55:15"
"13463";"AD SOBRECOXA TEMPERADA";"CHIMICHURI SECO";"0.002";"45";"0.09";NULL;"2025-10-08 19:55:15"
"13464";"AD SOBRECOXA TEMPERADA";"COXA E SOBRECOXA SEM OSSO";"0.165";"9";"1.48";NULL;"2025-10-08 19:55:15"
"9339";"SHAKE COOKIE CLASSICO";"BIJU";"0.004";"24.85";"0.1";"26";"2025-10-08 17:35:13"
"9340";"SHAKE COOKIE CLASSICO";"CALDA DE NUTELLA";"0.02";"37.12";"0.74";"26";"2025-10-08 17:35:13"
"9341";"SHAKE COOKIE CLASSICO";"BEBIDA LÁCTEA BAUNILHA";"0.253";"6.71";"1.7";"26";"2025-10-08 17:35:13"
"9342";"SHAKE COOKIE CLASSICO";"CREME DE LEITE 17";"0.05";"13.07";"0.65";"26";"2025-10-08 17:35:13"
"9344";"SHAKE COOKIE CLASSICO";"CHANTILLY";"0.02";"17.39";"0.35";"26";"2025-10-08 17:35:13"
"13456";"SHAKE COOKIE CLASSICO";"BOLACHA NEGRESCO";"0.05";"0";"0";"26";"2025-10-08 17:35:13"
"11788";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"SAL COM ERVAS";"0.002";"7.46";"0.01";NULL;"2025-10-08 17:15:52"
"11789";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"LEITE INTEGRAL";"0.03";"5.57";"0.17";NULL;"2025-10-08 17:15:52"
"11790";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"FARINHA DE TRIGO";"0.005";"4.36";"0.02";NULL;"2025-10-08 17:15:52"
"11791";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"CREME DE LEITE 17";"0.02";"13.07";"0.26";NULL;"2025-10-08 17:15:52"
"11792";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"QUEIJO MUÇARELA";"0.03";"33.02";"0.99";NULL;"2025-10-08 17:15:52"
"11793";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"QUEIJO PARMESÃO";"0.04";"56";"2.24";NULL;"2025-10-08 17:15:52"
"11794";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"SALSA FRESCA";"0.005";"48";"0.24";NULL;"2025-10-08 17:15:52"
"11795";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"MANTEIGA COM SAL";"0.01";"42.68";"0.43";NULL;"2025-10-08 17:15:52"
"11796";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"BEEF ANCHO 160 G ALMOCO";"1";"9.55";"9.55";NULL;"2025-10-08 17:15:52"
"11864";"BEEF ANCHO COM FETTUCCINE MOLHO ALFREDO";"MACARRAO FETTUCCINE";"0.01";"25.54";"0.26";NULL;"2025-10-08 17:15:52"
"13458";"CAFE  COADO";"SACHE ACUCAR UNITARIO";"2";"0.026";"0.05";NULL;"2025-10-08 11:43:15"
"13459";"CAFE  COADO";"COLHER DESCARTAVEL - UN";"1";"0.114";"0.11";NULL;"2025-10-08 11:43:15"
"13460";"CAFE  COADO";"CAFE  EM PO";"0.012";NULL;NULL;NULL;"2025-10-08 11:43:15"
"273";"SHAKE COOKIE PREMIUM";"BIJU";"0.004";"24.85";"0.1";"31";"2025-10-08 09:56:17"
"275";"SHAKE COOKIE PREMIUM";"CALDA DE NUTELLA";"0.02";"37.12";"0.74";"31";"2025-10-08 09:56:17"
"3077";"SHAKE COOKIE PREMIUM";"BEBIDA LÁCTEA BAUNILHA";"0.253";"6.71";"1.7";"31";"2025-10-08 09:56:17"
"8358";"SHAKE COOKIE PREMIUM";"CREME DE LEITE 17";"0.05";"13.07";"0.65";"31";"2025-10-08 09:56:17"
"8718";"SHAKE COOKIE PREMIUM";"BRIGADEIRO DE LEITE NINHO";"0.03";"31.51";"0.95";"31";"2025-10-08 09:56:17"
"8924";"SHAKE COOKIE PREMIUM";"LEITE EM PÓ";"0.032";"53.34";"1.71";"31";"2025-10-08 09:56:17"
"12345";"SHAKE COOKIE PREMIUM";"NINHO CREME";"0.05";"45.06";"2.25";"31";"2025-10-08 09:56:17"
"13457";"SHAKE COOKIE PREMIUM";"BOLACHA NEGRESCO";"0.05";"0";"0";"31";"2025-10-08 09:56:17"
"2044";"DOSE TEQUILA";"TEQUILA";"0.06";"127.36";"7.64";NULL;"2025-10-08 00:09:30"
"10794";"ANCHO COM ARROZ E LEGUMES";"BEEF ANCHO 160 G ALMOCO";"1";"9.55";"9.55";"49";"2025-10-07 14:19:54"
"10796";"ANCHO COM ARROZ E LEGUMES";"SALSA FRESCA";"0.002";"48";"0.1";"49";"2025-10-07 14:19:54"
"10797";"ANCHO COM ARROZ E LEGUMES";"AMENDOA LAMINADA ASSADA";"0.01";"146.6";"1.47";"49";"2025-10-07 14:19:54"
"10798";"ANCHO COM ARROZ E LEGUMES";"VAGEM";"0.04";"12.79";"0.51";"49";"2025-10-07 14:19:54"
"10799";"ANCHO COM ARROZ E LEGUMES";"COUVE FLOR";"0.04";"16.04";"0.64";"49";"2025-10-07 14:19:54"
"10800";"ANCHO COM ARROZ E LEGUMES";"MANTEIGA COM SAL";"0.02";"42.68";"0.85";"49";"2025-10-07 14:19:54"
"10801";"ANCHO COM ARROZ E LEGUMES";"SAL COM ERVAS";"0.001";"7.46";"0.01";"49";"2025-10-07 14:19:54"
"10841";"ANCHO COM ARROZ E LEGUMES";"BROCOLIS";"0.04";"23.69";"0.95";"49";"2025-10-07 14:19:54"
"10842";"ANCHO COM ARROZ E LEGUMES";"CENOURA";"0.04";"3.57";"0.14";"49";"2025-10-07 14:19:54"
"11295";"ANCHO COM ARROZ E LEGUMES";"MOLHO MADEIRA";"0.02";"10.66";"0.21";"49";"2025-10-07 14:19:54"
"11880";"ANCHO COM ARROZ E LEGUMES";"ARROZ";"0.1";"5.05";"0.5";"49";"2025-10-07 14:19:54"
"237";"SUAVECITO";"BRIGADEIRO DE LEITE NINHO";"0.06";"31.51";"1.89";"39";"2025-10-07 07:48:13"
"238";"SUAVECITO";"TRUFADO DE LIMÃO";"0.06";"63.8";"3.83";"39";"2025-10-07 07:48:13"
"239";"SUAVECITO";"MORANGO FRESCO";"0.1";"25";"2.5";"39";"2025-10-07 07:48:13"
"240";"SUAVECITO";"MERENGUE ITALIANO";"0.06";"11.5";"0.69";"39";"2025-10-07 07:48:13"
"3189";"SUAVECITO";"PASSATEMPO TRITURADO";"0.05";"30.02";"1.5";"39";"2025-10-07 07:48:13"
"12446";"SUAVECITO";"NINHO CREME";"0.06";"45.06";"2.7";"39";"2025-10-07 07:48:13"
"9863";"MINI SUAVECITO";"CREME DE NINHO ANTIGO";"0.021";"32.84";"0.69";NULL;"2025-10-07 07:47:27"
"9864";"MINI SUAVECITO";"MERENGUE ITALIANO";"0.04";"11.5";"0.46";NULL;"2025-10-07 07:47:27"
"9865";"MINI SUAVECITO";"PASSATEMPO TRITURADO";"0.02";"30.02";"0.6";NULL;"2025-10-07 07:47:27"
"9866";"MINI SUAVECITO";"BRIGADEIRO DE LEITE NINHO";"0.06";"31.51";"1.89";NULL;"2025-10-07 07:47:27"
"9861";"MINI SUAVECITO";"MORANGO FRESCO";"0.04";"25";"1";NULL;"2025-10-07 07:47:26"
"9862";"MINI SUAVECITO";"TRUFADO DE LIMÃO";"0.021";"63.8";"1.34";NULL;"2025-10-07 07:47:26"
"1380";"MENU SOBREMESA";"MINI CHEESECAKE";"1";"7.03";"7.03";"60";"2025-10-07 07:44:09"
"3547";"MENU SOBREMESA";"CALDA DE FRUTAS VERMELHAS";"0.05";"28.38";"1.42";"60";"2025-10-07 07:44:09"
"3549";"MENU SOBREMESA";"MORANGO FRESCO";"0.016";"25";"0.4";"60";"2025-10-07 07:44:09"
"3551";"MENU SOBREMESA";"TRUFADO DE LIMÃO";"0.021";"63.8";"1.34";"60";"2025-10-07 07:44:09"
"3553";"MENU SOBREMESA";"MERENGUE ITALIANO";"0.025";"11.5";"0.29";"60";"2025-10-07 07:44:09"
"3554";"MENU SOBREMESA";"PASSATEMPO TRITURADO";"0.01";"30.02";"0.3";"60";"2025-10-07 07:44:09"
"3555";"MENU SOBREMESA";"BRIGADEIRO DE LEITE NINHO";"0.06";"31.51";"1.89";"60";"2025-10-07 07:44:09"
"7441";"MENU SOBREMESA";"MINI BROWNIE";"1";"5.11";"5.11";"60";"2025-10-07 07:44:09"
"12589";"MENU SOBREMESA";"NINHO CREME";"0.021";"45.06";"0.95";"60";"2025-10-07 07:44:09"
"1526";"GELATO DE BROWNIE";"BRIGADEIRO DE CHOCOLATE";"0.11";"48.22";"5.3";"46";"2025-10-07 07:39:57"
"1527";"GELATO DE BROWNIE";"BRIGADEIRO DE LEITE NINHO";"0.11";"31.51";"3.47";"46";"2025-10-07 07:39:57"
"1528";"GELATO DE BROWNIE";"MORANGO FRESCO";"0.05";"25";"1.25";"46";"2025-10-07 07:39:57"
"1530";"GELATO DE BROWNIE";"BIJU";"0.004";"24.85";"0.1";"46";"2025-10-07 07:39:57"
"3190";"GELATO DE BROWNIE";"BEBIDA LÁCTEA BAUNILHA";"0.18";"6.71";"1.21";"46";"2025-10-07 07:39:57"
"3191";"GELATO DE BROWNIE";"CHANTILLY";"0.03";"17.39";"0.52";"46";"2025-10-07 07:39:57"
"9402";"GELATO DE BROWNIE";"MINI BROWNIE";"1";"5.11";"5.11";"46";"2025-10-07 07:39:57"
"11297";"GELATO DE BROWNIE";"MERENGUE ITALIANO";"0.01";"11.5";"0.12";"46";"2025-10-07 07:39:57"
"10233";"BROWNIE COM SORVETE";"BROWNIE";"1";"8.49";"8.49";"46";"2025-10-07 07:39:46"
"10234";"BROWNIE COM SORVETE";"MORANGO FRESCO";"0.06";"25";"1.5";"46";"2025-10-07 07:39:46"
"10235";"BROWNIE COM SORVETE";"BRIGADEIRO DE LEITE NINHO";"0.1";"31.51";"3.15";"46";"2025-10-07 07:39:46"
"10236";"BROWNIE COM SORVETE";"PLAQUINHA DE CHOCOLATE";"0.012";"109.02";"1.31";"46";"2025-10-07 07:39:46"
"10237";"BROWNIE COM SORVETE";"HORTELÃ";"0.001";"50";"0.05";"46";"2025-10-07 07:39:46"
"10238";"BROWNIE COM SORVETE";"BEBIDA LÁCTEA BAUNILHA";"0.05";"6.71";"0.34";"46";"2025-10-07 07:39:46"
"12166";"ENCANTO DE UVA";"NINHO CREME";"0.12";"45.06";"5.41";"42";"2025-10-07 07:39:29"
"12167";"ENCANTO DE UVA";"UVA SEM SEMENTE";"0.07";"25";"1.75";"42";"2025-10-07 07:39:29"
"12168";"ENCANTO DE UVA";"PLAQUINHA DE CHOCOLATE";"0.012";"109.02";"1.31";"42";"2025-10-07 07:39:29"
"12169";"ENCANTO DE UVA";"GANASH DE CHOCOLATE AO LEITE";"0.06";"70.68";"4.24";"42";"2025-10-07 07:39:29"
"12170";"ENCANTO DE UVA";"HORTELÃ";"0.005";"50";"0.25";"42";"2025-10-07 07:39:29"
"13455";"ENCANTO DE UVA";"MERENGUE ITALIANO";"0.01";"11.5";"0.12";"42";"2025-10-07 07:39:29"
"12661";"FRESH FILE SALAD";"ALFACE AMERICANA";"0.1";"16.5";"1.65";"52";"2025-10-06 18:24:24"
"12662";"FRESH FILE SALAD";"MOLHO MOSTARDA E MEL";"0.01";"0";"0";"52";"2025-10-06 18:24:24"
"12666";"FRESH FILE SALAD";"BROCOLIS";"0.03";"0";"0";"52";"2025-10-06 18:24:24"
"13389";"FRESH FILE SALAD";"FILE  CUBOS 120G";"1";"11.14";"11.14";"52";"2025-10-06 18:24:24"
"13390";"FRESH FILE SALAD";"TOMATE LONGA VIDA";"0.05";"5.53";"0.28";"52";"2025-10-06 18:24:24"
"13391";"FRESH FILE SALAD";"OVO DE CORDONA";"0.04";"36.44";"1.46";"52";"2025-10-06 18:24:24"
"13392";"FRESH FILE SALAD";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"52";"2025-10-06 18:24:24"
"13393";"FRESH FILE SALAD";"PIMENTAO COLORIDO";"0.01";"0";"0";"52";"2025-10-06 18:24:24"
"13394";"FRESH FILE SALAD";"SALSA FRESCA";"0.01";"48";"0.48";"52";"2025-10-06 18:24:24"
"13395";"FRESH FILE SALAD";"CEBOLA ROXA";"0.015";"4.64";"0.07";"52";"2025-10-06 18:24:24"
"13453";"FRESH FILE SALAD";"CREME DE RICOTA";"0.02";"38.32";"0.77";"52";"2025-10-06 18:24:24"
"13454";"FRESH FILE SALAD";"LIMÃO TAITI";"0.005";"5.81";"0.03";"52";"2025-10-06 18:24:24"
"13396";"FRESH CHICKEN SALAD";"ALFACE AMERICANA";"0.1";"16.5";"1.65";"46";"2025-10-06 18:22:46"
"13397";"FRESH CHICKEN SALAD";"MOLHO MOSTARDA E MEL";"0.01";"0";"0";"46";"2025-10-06 18:22:46"
"13398";"FRESH CHICKEN SALAD";"BROCOLIS";"0.03";"0";"0";"46";"2025-10-06 18:22:46"
"13399";"FRESH CHICKEN SALAD";"TOMATE LONGA VIDA";"0.05";"5.53";"0.28";"46";"2025-10-06 18:22:46"
"13400";"FRESH CHICKEN SALAD";"OVO DE CORDONA";"0.04";"36.44";"1.46";"46";"2025-10-06 18:22:46"
"13401";"FRESH CHICKEN SALAD";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"46";"2025-10-06 18:22:46"
"13402";"FRESH CHICKEN SALAD";"PIMENTAO COLORIDO";"0.01";"0";"0";"46";"2025-10-06 18:22:46"
"13403";"FRESH CHICKEN SALAD";"SALSA FRESCA";"0.01";"48";"0.48";"46";"2025-10-06 18:22:46"
"13404";"FRESH CHICKEN SALAD";"CEBOLA ROXA";"0.015";"4.64";"0.07";"46";"2025-10-06 18:22:46"
"13405";"FRESH CHICKEN SALAD";"FRANGO CUBOS 200G";"1";"5.09";"5.09";"46";"2025-10-06 18:22:46"
"13406";"FRESH SALAD";"ALFACE AMERICANA";"0.1";"16.5";"1.65";"51";"2025-10-06 18:21:43"
"13407";"FRESH SALAD";"MOLHO MOSTARDA E MEL";"0.01";"0";"0";"51";"2025-10-06 18:21:43"
"13408";"FRESH SALAD";"BROCOLIS";"0.03";"0";"0";"51";"2025-10-06 18:21:43"
"13409";"FRESH SALAD";"OVO DE CORDONA";"0.04";"36.44";"1.46";"51";"2025-10-06 18:21:43"
"13410";"FRESH SALAD";"AZEITE COMPOSTO";"0.01";"20.16";"0.2";"51";"2025-10-06 18:21:43"
"13411";"FRESH SALAD";"PIMENTAO COLORIDO";"0.01";"0";"0";"51";"2025-10-06 18:21:43"
"13412";"FRESH SALAD";"SALSA FRESCA";"0.01";"48";"0.48";"51";"2025-10-06 18:21:43"
"13413";"FRESH SALAD";"CEBOLA ROXA";"0.015";"4.64";"0.07";"51";"2025-10-06 18:21:43"
